@relation Training1-weka.filters.unsupervised.attribute.Remove-R9-12

@attribute snake_x numeric
@attribute snake_y numeric
@attribute food_x numeric
@attribute food_y numeric
@attribute length numeric
@attribute delta_x numeric
@attribute delta_y numeric
@attribute distance_to_fruit numeric
@attribute direction {0,1,2,3}

@data
80,280,40,410,44,-40,130,136.01470508735443,1
80,290,40,410,44,-40,120,126.49110640673517,1
80,300,40,410,44,-40,110,117.04699910719626,1
80,310,40,410,44,-40,100,107.70329614269008,1
80,320,40,410,44,-40,90,98.48857801796105,1
80,330,40,410,44,-40,80,89.44271909999159,1
80,340,40,410,44,-40,70,80.62257748298549,1
80,350,40,410,44,-40,60,72.11102550927978,1
80,360,40,410,44,-40,50,64.03124237432849,1
80,370,40,410,44,-40,40,56.568542494923804,1
80,380,40,410,44,-40,30,50.0,1
80,390,40,410,44,-40,20,44.721359549995796,1
80,400,40,410,44,-40,10,41.23105625617661,1
80,410,40,410,44,-40,0,40.0,1
70,410,40,410,44,-30,0,30.0,2
60,410,40,410,44,-20,0,20.0,2
50,410,40,410,44,-10,0,10.0,2
40,410,250,310,45,210,-100,232.59406699226014,2
40,420,250,310,45,210,-110,237.06539182259397,1
50,420,250,310,45,200,-110,228.25424421026653,3
60,420,250,310,45,190,-110,219.5449840010015,3
70,420,250,310,45,180,-110,210.95023109728987,3
80,420,250,310,45,170,-110,202.48456731316588,3
90,420,250,310,45,160,-110,194.164878389476,3
90,410,250,310,45,160,-100,188.67962264113208,0
90,400,250,310,45,160,-90,183.5755975068582,0
90,390,250,310,45,160,-80,178.88543819998318,0
90,380,250,310,45,160,-70,174.64249196572982,0
90,370,250,310,45,160,-60,170.88007490635061,0
90,360,250,310,45,160,-50,167.6305461424021,0
90,350,250,310,45,160,-40,164.92422502470643,0
90,340,250,310,45,160,-30,162.78820596099706,0
90,330,250,310,45,160,-20,161.24515496597098,0
90,320,250,310,45,160,-10,160.31219541881399,0
90,310,250,310,45,160,0,160.0,0
100,310,250,310,45,150,0,150.0,3
110,310,250,310,45,140,0,140.0,3
120,310,250,310,45,130,0,130.0,3
130,310,250,310,45,120,0,120.0,3
140,310,250,310,45,110,0,110.0,3
150,310,250,310,45,100,0,100.0,3
160,310,250,310,45,90,0,90.0,3
170,310,250,310,45,80,0,80.0,3
180,310,250,310,45,70,0,70.0,3
190,310,250,310,45,60,0,60.0,3
200,310,250,310,45,50,0,50.0,3
210,310,250,310,45,40,0,40.0,3
220,310,250,310,45,30,0,30.0,3
230,310,250,310,45,20,0,20.0,3
240,310,250,310,45,10,0,10.0,3
250,310,420,190,46,170,-120,208.08652046684813,3
250,300,420,190,46,170,-110,202.48456731316588,0
250,290,420,190,46,170,-100,197.2308292331602,0
250,280,420,190,46,170,-90,192.35384061671346,0
250,270,420,190,46,170,-80,187.88294228055935,0
250,260,420,190,46,170,-70,183.84776310850236,0
250,250,420,190,46,170,-60,180.27756377319946,0
250,240,420,190,46,170,-50,177.2004514666935,0
250,230,420,190,46,170,-40,174.64249196572982,0
250,220,420,190,46,170,-30,172.6267650163207,0
250,210,420,190,46,170,-20,171.1724276862369,0
250,200,420,190,46,170,-10,170.29386365926402,0
250,190,420,190,46,170,0,170.0,0
260,190,420,190,46,160,0,160.0,3
270,190,420,190,46,150,0,150.0,3
280,190,420,190,46,140,0,140.0,3
290,190,420,190,46,130,0,130.0,3
300,190,420,190,46,120,0,120.0,3
310,190,420,190,46,110,0,110.0,3
320,190,420,190,46,100,0,100.0,3
330,190,420,190,46,90,0,90.0,3
340,190,420,190,46,80,0,80.0,3
350,190,420,190,46,70,0,70.0,3
360,190,420,190,46,60,0,60.0,3
370,190,420,190,46,50,0,50.0,3
380,190,420,190,46,40,0,40.0,3
390,190,420,190,46,30,0,30.0,3
400,190,420,190,46,20,0,20.0,3
410,190,420,190,46,10,0,10.0,3
420,190,170,60,47,-250,-130,281.7800560721074,3
420,180,170,60,47,-250,-120,277.308492477241,0
420,170,170,60,47,-250,-110,273.1300056749533,0
420,160,170,60,47,-250,-100,269.2582403567252,0
420,150,170,60,47,-250,-90,265.70660511172844,0
420,140,170,60,47,-250,-80,262.48809496813374,0
420,130,170,60,47,-250,-70,259.61509971494337,0
420,120,170,60,47,-250,-60,257.0992026436488,0
420,110,170,60,47,-250,-50,254.95097567963924,0
420,100,170,60,47,-250,-40,253.17977802344325,0
420,90,170,60,47,-250,-30,251.79356624028344,0
420,80,170,60,47,-250,-20,250.79872407968904,0
420,70,170,60,47,-250,-10,250.19992006393608,0
420,60,170,60,47,-250,0,250.0,0
410,60,170,60,47,-240,0,240.0,2
400,60,170,60,47,-230,0,230.0,2
390,60,170,60,47,-220,0,220.0,2
380,60,170,60,47,-210,0,210.0,2
370,60,170,60,47,-200,0,200.0,2
360,60,170,60,47,-190,0,190.0,2
350,60,170,60,47,-180,0,180.0,2
340,60,170,60,47,-170,0,170.0,2
330,60,170,60,47,-160,0,160.0,2
320,60,170,60,47,-150,0,150.0,2
310,60,170,60,47,-140,0,140.0,2
300,60,170,60,47,-130,0,130.0,2
290,60,170,60,47,-120,0,120.0,2
280,60,170,60,47,-110,0,110.0,2
270,60,170,60,47,-100,0,100.0,2
260,60,170,60,47,-90,0,90.0,2
250,60,170,60,47,-80,0,80.0,2
240,60,170,60,47,-70,0,70.0,2
230,60,170,60,47,-60,0,60.0,2
220,60,170,60,47,-50,0,50.0,2
210,60,170,60,47,-40,0,40.0,2
200,60,170,60,47,-30,0,30.0,2
190,60,170,60,47,-20,0,20.0,2
180,60,170,60,47,-10,0,10.0,2
170,60,280,400,48,110,340,357.35136770411276,2
170,70,280,400,48,110,330,347.85054261852173,1
170,80,280,400,48,110,320,338.3784863137726,1
170,90,280,400,48,110,310,328.93768406797057,1
170,100,280,400,48,110,300,319.53090617340916,1
170,110,280,400,48,110,290,310.16124838541646,1
170,120,280,400,48,110,280,300.83217912982644,1
170,130,280,400,48,110,270,291.547594742265,1
170,140,280,400,48,110,260,282.3118842698621,1
170,150,280,400,48,110,250,273.1300056749533,1
170,160,280,400,48,110,240,264.0075756488817,1
170,170,280,400,48,110,230,254.95097567963924,1
170,180,280,400,48,110,220,245.96747752497686,1
170,190,280,400,48,110,210,237.06539182259397,1
170,200,280,400,48,110,200,228.25424421026653,1
170,210,280,400,48,110,190,219.5449840010015,1
170,220,280,400,48,110,180,210.95023109728987,1
170,230,280,400,48,110,170,202.48456731316588,1
170,240,280,400,48,110,160,194.164878389476,1
170,250,280,400,48,110,150,186.01075237738274,1
170,260,280,400,48,110,140,178.04493814764857,1
170,270,280,400,48,110,130,170.29386365926402,1
170,280,280,400,48,110,120,162.78820596099706,1
170,290,280,400,48,110,110,155.56349186104046,1
170,300,280,400,48,110,100,148.66068747318505,1
170,310,280,400,48,110,90,142.12670403551894,1
170,320,280,400,48,110,80,136.01470508735443,1
170,330,280,400,48,110,70,130.38404810405297,1
170,340,280,400,48,110,60,125.29964086141668,1
170,350,280,400,48,110,50,120.83045973594572,1
170,360,280,400,48,110,40,117.04699910719626,1
170,370,280,400,48,110,30,114.0175425099138,1
170,380,280,400,48,110,20,111.80339887498948,1
170,390,280,400,48,110,10,110.45361017187261,1
170,400,280,400,48,110,0,110.0,1
180,400,280,400,48,100,0,100.0,3
190,400,280,400,48,90,0,90.0,3
200,400,280,400,48,80,0,80.0,3
210,400,280,400,48,70,0,70.0,3
220,400,280,400,48,60,0,60.0,3
230,400,280,400,48,50,0,50.0,3
240,400,280,400,48,40,0,40.0,3
250,400,280,400,48,30,0,30.0,3
260,400,280,400,48,20,0,20.0,3
270,400,280,400,48,10,0,10.0,3
280,400,110,380,49,-170,-20,171.1724276862369,3
280,410,110,380,49,-170,-30,172.6267650163207,1
270,410,110,380,49,-160,-30,162.78820596099706,2
260,410,110,380,49,-150,-30,152.97058540778355,2
250,410,110,380,49,-140,-30,143.17821063276352,2
240,410,110,380,49,-130,-30,133.41664064126334,2
230,410,110,380,49,-120,-30,123.69316876852982,2
220,410,110,380,49,-110,-30,114.0175425099138,2
210,410,110,380,49,-100,-30,104.4030650891055,2
200,410,110,380,49,-90,-30,94.86832980505137,2
190,410,110,380,49,-80,-30,85.44003745317531,2
180,410,110,380,49,-70,-30,76.15773105863909,2
170,410,110,380,49,-60,-30,67.08203932499369,2
160,410,110,380,49,-50,-30,58.309518948453004,2
160,400,110,380,49,-50,-20,53.85164807134504,0
160,390,110,380,49,-50,-10,50.99019513592785,0
160,380,110,380,49,-50,0,50.0,0
150,380,110,380,49,-40,0,40.0,2
140,380,110,380,49,-30,0,30.0,2
130,380,110,380,49,-20,0,20.0,2
120,380,110,380,49,-10,0,10.0,2
110,380,410,330,50,300,-50,304.138126514911,2
110,390,410,330,50,300,-60,305.9411708155671,1
110,400,410,330,50,300,-70,308.05843601498725,1
110,410,410,330,50,300,-80,310.4834939252005,1
110,420,410,330,50,300,-90,313.2091952673165,1
120,420,410,330,50,290,-90,303.6445290137795,3
130,420,410,330,50,280,-90,294.10882339705483,3
140,420,410,330,50,270,-90,284.60498941515414,3
150,420,410,330,50,260,-90,275.13632984395207,3
160,420,410,330,50,250,-90,265.70660511172844,3
170,420,410,330,50,240,-90,256.3201123595259,3
180,420,410,330,50,230,-90,246.9817807045694,3
190,420,410,330,50,220,-90,237.69728648009425,3
200,420,410,330,50,210,-90,228.47319317591726,3
210,420,410,330,50,200,-90,219.31712199461307,3
220,420,410,330,50,190,-90,210.23796041628637,3
230,420,410,330,50,180,-90,201.24611797498108,3
240,420,410,330,50,170,-90,192.35384061671346,3
250,420,410,330,50,160,-90,183.5755975068582,3
260,420,410,330,50,150,-90,174.92855684535903,3
270,420,410,330,50,140,-90,166.43316977093238,3
280,420,410,330,50,130,-90,158.11388300841898,3
290,420,410,330,50,120,-90,150.0,3
290,410,410,330,50,120,-80,144.22205101855957,0
290,400,410,330,50,120,-70,138.92443989449805,0
290,390,410,330,50,120,-60,134.16407864998737,0
290,380,410,330,50,120,-50,130.0,0
290,370,410,330,50,120,-40,126.49110640673517,0
290,360,410,330,50,120,-30,123.69316876852982,0
290,350,410,330,50,120,-20,121.6552506059644,0
290,340,410,330,50,120,-10,120.41594578792295,0
290,330,410,330,50,120,0,120.0,0
300,330,410,330,50,110,0,110.0,3
310,330,410,330,50,100,0,100.0,3
320,330,410,330,50,90,0,90.0,3
330,330,410,330,50,80,0,80.0,3
340,330,410,330,50,70,0,70.0,3
350,330,410,330,50,60,0,60.0,3
360,330,410,330,50,50,0,50.0,3
370,330,410,330,50,40,0,40.0,3
380,330,410,330,50,30,0,30.0,3
390,330,410,330,50,20,0,20.0,3
400,330,410,330,50,10,0,10.0,3
410,330,30,260,51,-380,-70,386.39358172723314,3
410,320,30,260,51,-380,-60,384.7076812334269,0
410,310,30,260,51,-380,-50,383.275357934736,0
410,300,30,260,51,-380,-40,382.099463490856,0
410,290,30,260,51,-380,-30,381.18237105091833,0
410,280,30,260,51,-380,-20,380.52595180880894,0
410,270,30,260,51,-380,-10,380.13155617496426,0
410,260,30,260,51,-380,0,380.0,0
400,260,30,260,51,-370,0,370.0,2
390,260,30,260,51,-360,0,360.0,2
380,260,30,260,51,-350,0,350.0,2
370,260,30,260,51,-340,0,340.0,2
360,260,30,260,51,-330,0,330.0,2
350,260,30,260,51,-320,0,320.0,2
340,260,30,260,51,-310,0,310.0,2
330,260,30,260,51,-300,0,300.0,2
320,260,30,260,51,-290,0,290.0,2
310,260,30,260,51,-280,0,280.0,2
300,260,30,260,51,-270,0,270.0,2
290,260,30,260,51,-260,0,260.0,2
280,260,30,260,51,-250,0,250.0,2
270,260,30,260,51,-240,0,240.0,2
260,260,30,260,51,-230,0,230.0,2
250,260,30,260,51,-220,0,220.0,2
240,260,30,260,51,-210,0,210.0,2
230,260,30,260,51,-200,0,200.0,2
220,260,30,260,51,-190,0,190.0,2
210,260,30,260,51,-180,0,180.0,2
200,260,30,260,51,-170,0,170.0,2
190,260,30,260,51,-160,0,160.0,2
180,260,30,260,51,-150,0,150.0,2
170,260,30,260,51,-140,0,140.0,2
160,260,30,260,51,-130,0,130.0,2
150,260,30,260,51,-120,0,120.0,2
140,260,30,260,51,-110,0,110.0,2
130,260,30,260,51,-100,0,100.0,2
120,260,30,260,51,-90,0,90.0,2
110,260,30,260,51,-80,0,80.0,2
100,260,30,260,51,-70,0,70.0,2
90,260,30,260,51,-60,0,60.0,2
80,260,30,260,51,-50,0,50.0,2
70,260,30,260,51,-40,0,40.0,2
60,260,30,260,51,-30,0,30.0,2
50,260,30,260,51,-20,0,20.0,2
40,260,30,260,51,-10,0,10.0,2
30,260,260,430,52,230,170,286.0069929215018,2
30,270,260,430,52,230,160,280.178514522438,1
30,280,260,430,52,230,150,274.5906043549196,1
30,290,260,430,52,230,140,269.2582403567252,1
30,300,260,430,52,230,130,264.1968962724581,1
30,310,260,430,52,230,120,259.42243542145695,1
30,320,260,430,52,230,110,254.95097567963924,1
30,330,260,430,52,230,100,250.79872407968904,1
30,340,260,430,52,230,90,246.9817807045694,1
30,350,260,430,52,230,80,243.51591323771842,1
30,360,260,430,52,230,70,240.41630560342617,1
30,370,260,430,52,230,60,237.69728648009425,1
30,380,260,430,52,230,50,235.3720459187964,1
30,390,260,430,52,230,40,233.45235059857504,1
30,400,260,430,52,230,30,231.94827009486403,1
30,410,260,430,52,230,20,230.8679276123039,1
30,420,260,430,52,230,10,230.21728866442677,1
30,430,260,430,52,230,0,230.0,1
40,430,260,430,52,220,0,220.0,3
50,430,260,430,52,210,0,210.0,3
60,430,260,430,52,200,0,200.0,3
70,430,260,430,52,190,0,190.0,3
80,430,260,430,52,180,0,180.0,3
90,430,260,430,52,170,0,170.0,3
100,430,260,430,52,160,0,160.0,3
110,430,260,430,52,150,0,150.0,3
120,430,260,430,52,140,0,140.0,3
130,430,260,430,52,130,0,130.0,3
140,430,260,430,52,120,0,120.0,3
150,430,260,430,52,110,0,110.0,3
160,430,260,430,52,100,0,100.0,3
170,430,260,430,52,90,0,90.0,3
180,430,260,430,52,80,0,80.0,3
190,430,260,430,52,70,0,70.0,3
200,430,260,430,52,60,0,60.0,3
210,430,260,430,52,50,0,50.0,3
220,430,260,430,52,40,0,40.0,3
230,430,260,430,52,30,0,30.0,3
240,430,260,430,52,20,0,20.0,3
250,430,260,430,52,10,0,10.0,3
260,430,290,80,53,30,-350,351.2833614050059,3
260,420,290,80,53,30,-340,341.32096331752024,0
260,410,290,80,53,30,-330,331.3608305156178,0
260,400,290,80,53,30,-320,321.40317359976393,0
260,390,290,80,53,30,-310,311.44823004794875,0
260,380,290,80,53,30,-300,301.4962686336267,0
260,370,290,80,53,30,-290,291.547594742265,0
260,360,290,80,53,30,-280,281.60255680657446,0
260,350,290,80,53,30,-270,271.6615541441225,0
260,340,290,80,53,30,-260,261.72504656604804,0
260,330,290,80,53,30,-250,251.79356624028344,0
260,320,290,80,53,30,-240,241.8677324489565,0
260,310,290,80,53,30,-230,231.94827009486403,0
260,300,290,80,53,30,-220,222.03603311174518,0
260,290,290,80,53,30,-210,212.13203435596427,0
260,280,290,80,53,30,-200,202.23748416156684,0
260,270,290,80,53,30,-190,192.35384061671346,0
260,260,290,80,53,30,-180,182.4828759089466,0
260,250,290,80,53,30,-170,172.6267650163207,0
260,240,290,80,53,30,-160,162.78820596099706,0
260,230,290,80,53,30,-150,152.97058540778355,0
260,220,290,80,53,30,-140,143.17821063276352,0
260,210,290,80,53,30,-130,133.41664064126334,0
260,200,290,80,53,30,-120,123.69316876852982,0
260,190,290,80,53,30,-110,114.0175425099138,0
260,180,290,80,53,30,-100,104.4030650891055,0
260,170,290,80,53,30,-90,94.86832980505137,0
260,160,290,80,53,30,-80,85.44003745317531,0
260,150,290,80,53,30,-70,76.15773105863909,0
260,140,290,80,53,30,-60,67.08203932499369,0
260,130,290,80,53,30,-50,58.309518948453004,0
260,120,290,80,53,30,-40,50.0,0
260,110,290,80,53,30,-30,42.42640687119285,0
260,100,290,80,53,30,-20,36.05551275463989,0
260,90,290,80,53,30,-10,31.622776601683793,0
260,80,290,80,53,30,0,30.0,0
270,80,290,80,53,20,0,20.0,3
280,80,290,80,53,10,0,10.0,3
290,80,430,410,54,140,330,358.4689665786984,3
290,90,430,410,54,140,320,349.28498393145964,1
290,100,430,410,54,140,310,340.14702703389895,1
290,110,430,410,54,140,300,331.058907144937,1
290,120,430,410,54,140,290,322.02484376209236,1
290,130,430,410,54,140,280,313.04951684997053,1
290,140,430,410,54,140,270,304.138126514911,1
290,150,430,410,54,140,260,295.296461204668,1
290,160,430,410,54,140,250,286.53097563788805,1
290,170,430,410,54,140,240,277.8488797889961,1
290,180,430,410,54,140,230,269.2582403567252,1
290,190,430,410,54,140,220,260.76809620810593,1
290,200,430,410,54,140,210,252.38858928247924,1
290,210,430,410,54,140,200,244.13111231467406,1
290,220,430,410,54,140,190,236.00847442411893,1
290,230,430,410,54,140,180,228.0350850198276,1
290,240,430,410,54,140,170,220.22715545545242,1
290,250,430,410,54,140,160,212.60291625469299,1
290,260,430,410,54,140,150,205.1828452868319,1
290,270,430,410,54,140,140,197.9898987322333,1
290,280,430,410,54,140,130,191.049731745428,1
290,290,430,410,54,140,120,184.39088914585776,1
290,300,430,410,54,140,110,178.04493814764857,1
290,310,430,410,54,140,100,172.04650534085255,1
290,320,430,410,54,140,90,166.43316977093238,1
290,330,430,410,54,140,80,161.24515496597098,1
290,340,430,410,54,140,70,156.52475842498527,1
290,350,430,410,54,140,60,152.31546211727817,1
290,360,430,410,54,140,50,148.66068747318505,1
290,370,430,410,54,140,40,145.60219778561037,1
290,380,430,410,54,140,30,143.17821063276352,1
290,390,430,410,54,140,20,141.4213562373095,1
290,400,430,410,54,140,10,140.356688476182,1
290,410,430,410,54,140,0,140.0,1
300,410,430,410,54,130,0,130.0,3
310,410,430,410,54,120,0,120.0,3
320,410,430,410,54,110,0,110.0,3
330,410,430,410,54,100,0,100.0,3
340,410,430,410,54,90,0,90.0,3
350,410,430,410,54,80,0,80.0,3
360,410,430,410,54,70,0,70.0,3
370,410,430,410,54,60,0,60.0,3
380,410,430,410,54,50,0,50.0,3
390,410,430,410,54,40,0,40.0,3
400,410,430,410,54,30,0,30.0,3
410,410,430,410,54,20,0,20.0,3
420,410,430,410,54,10,0,10.0,3
430,410,60,230,55,-370,-180,411.4608122288197,3
430,420,60,230,55,-370,-190,415.9326868617084,1
420,420,60,230,55,-360,-190,407.0626487409524,2
410,420,60,230,55,-350,-190,398.24615503479754,2
400,420,60,230,55,-340,-190,389.48684188300894,2
390,420,60,230,55,-330,-190,380.7886552931954,2
380,420,60,230,55,-320,-190,372.1558813185679,2
370,420,60,230,55,-310,-190,363.59317925395686,2
360,420,60,230,55,-300,-190,355.10561809129405,2
350,420,60,230,55,-290,-190,346.69871646719434,2
340,420,60,230,55,-280,-190,338.3784863137726,2
330,420,60,230,55,-270,-190,330.15148038438355,2
320,420,60,230,55,-260,-190,322.02484376209236,2
310,420,60,230,55,-250,-190,314.00636936215164,2
300,420,60,230,55,-240,-190,306.10455730027934,2
290,420,60,230,55,-230,-190,298.328677803526,2
280,420,60,230,55,-220,-190,290.68883707497264,2
280,410,60,230,55,-220,-180,284.2534080710379,0
280,400,60,230,55,-220,-170,278.0287754891569,0
280,390,60,230,55,-220,-160,272.02941017470886,0
280,380,60,230,55,-220,-150,266.27053911388697,0
280,370,60,230,55,-220,-140,260.76809620810593,0
280,360,60,230,55,-220,-130,255.53864678361276,0
280,350,60,230,55,-220,-120,250.59928172283335,0
280,340,60,230,55,-220,-110,245.96747752497686,0
280,330,60,230,55,-220,-100,241.66091947189145,0
280,320,60,230,55,-220,-90,237.69728648009425,0
280,310,60,230,55,-220,-80,234.0939982143925,0
280,300,60,230,55,-220,-70,230.8679276123039,0
280,290,60,230,55,-220,-60,228.0350850198276,0
280,280,60,230,55,-220,-50,225.61028345356956,0
280,270,60,230,55,-220,-40,223.60679774997897,0
280,260,60,230,55,-220,-30,222.03603311174518,0
280,250,60,230,55,-220,-20,220.90722034374522,0
280,240,60,230,55,-220,-10,220.22715545545242,0
280,230,60,230,55,-220,0,220.0,0
270,230,60,230,55,-210,0,210.0,2
260,230,60,230,55,-200,0,200.0,2
250,230,60,230,55,-190,0,190.0,2
240,230,60,230,55,-180,0,180.0,2
230,230,60,230,55,-170,0,170.0,2
220,230,60,230,55,-160,0,160.0,2
210,230,60,230,55,-150,0,150.0,2
200,230,60,230,55,-140,0,140.0,2
190,230,60,230,55,-130,0,130.0,2
180,230,60,230,55,-120,0,120.0,2
170,230,60,230,55,-110,0,110.0,2
160,230,60,230,55,-100,0,100.0,2
150,230,60,230,55,-90,0,90.0,2
140,230,60,230,55,-80,0,80.0,2
130,230,60,230,55,-70,0,70.0,2
120,230,60,230,55,-60,0,60.0,2
110,230,60,230,55,-50,0,50.0,2
100,230,60,230,55,-40,0,40.0,2
90,230,60,230,55,-30,0,30.0,2
80,230,60,230,55,-20,0,20.0,2
70,230,60,230,55,-10,0,10.0,2
60,230,40,170,56,-20,-60,63.245553203367585,2
60,220,40,170,56,-20,-50,53.85164807134504,0
60,210,40,170,56,-20,-40,44.721359549995796,0
60,200,40,170,56,-20,-30,36.05551275463989,0
60,190,40,170,56,-20,-20,28.284271247461902,0
60,180,40,170,56,-20,-10,22.360679774997898,0
60,170,40,170,56,-20,0,20.0,0
50,170,40,170,56,-10,0,10.0,2
40,170,450,470,57,410,300,508.0354318352215,2
40,180,450,470,57,410,290,502.19518117958876,1
40,190,450,470,57,410,280,496.4876634922564,1
40,200,450,470,57,410,270,490.9175083453431,1
40,210,450,470,57,410,260,485.4894437575342,1
40,220,450,470,57,410,250,480.20828814171875,1
40,230,450,470,57,410,240,475.0789408087881,1
40,240,450,470,57,410,230,470.1063709417263,1
40,250,450,470,57,410,220,465.29560496527364,1
40,260,450,470,57,410,210,460.65171225124084,1
40,270,450,470,57,410,200,456.17978911828175,1
40,280,450,470,57,410,190,451.88494110780016,1
40,290,450,470,57,410,180,447.7722635447622,1
40,300,450,470,57,410,170,443.8468204234429,1
40,310,450,470,57,410,160,440.1136216933077,1
40,320,450,470,57,410,150,436.5775990588615,1
40,330,450,470,57,410,140,433.2435804486894,1
40,340,450,470,57,410,130,430.11626335213134,1
40,350,450,470,57,410,120,427.20018726587654,1
40,360,450,470,57,410,110,424.4997055358225,1
40,370,450,470,57,410,100,422.0189569201839,1
40,380,450,470,57,410,90,419.76183723630714,1
40,390,450,470,57,410,80,417.73197148410844,1
40,400,450,470,57,410,70,415.9326868617084,1
40,410,450,470,57,410,60,414.36698710201324,1
40,420,450,470,57,410,50,413.03752856126766,1
40,430,450,470,57,410,40,411.9465984809196,1
40,440,450,470,57,410,30,411.0960958218893,1
40,450,450,470,57,410,20,410.48751503547584,1
40,460,450,470,57,410,10,410.1219330881976,1
40,470,450,470,57,410,0,410.0,1
50,470,450,470,57,400,0,400.0,3
60,470,450,470,57,390,0,390.0,3
70,470,450,470,57,380,0,380.0,3
80,470,450,470,57,370,0,370.0,3
90,470,450,470,57,360,0,360.0,3
100,470,450,470,57,350,0,350.0,3
110,470,450,470,57,340,0,340.0,3
120,470,450,470,57,330,0,330.0,3
130,470,450,470,57,320,0,320.0,3
140,470,450,470,57,310,0,310.0,3
150,470,450,470,57,300,0,300.0,3
160,470,450,470,57,290,0,290.0,3
170,470,450,470,57,280,0,280.0,3
180,470,450,470,57,270,0,270.0,3
190,470,450,470,57,260,0,260.0,3
200,470,450,470,57,250,0,250.0,3
210,470,450,470,57,240,0,240.0,3
220,470,450,470,57,230,0,230.0,3
230,470,450,470,57,220,0,220.0,3
240,470,450,470,57,210,0,210.0,3
250,470,450,470,57,200,0,200.0,3
260,470,450,470,57,190,0,190.0,3
270,470,450,470,57,180,0,180.0,3
280,470,450,470,57,170,0,170.0,3
290,470,450,470,57,160,0,160.0,3
300,470,450,470,57,150,0,150.0,3
310,470,450,470,57,140,0,140.0,3
320,470,450,470,57,130,0,130.0,3
330,470,450,470,57,120,0,120.0,3
340,470,450,470,57,110,0,110.0,3
350,470,450,470,57,100,0,100.0,3
360,470,450,470,57,90,0,90.0,3
370,470,450,470,57,80,0,80.0,3
380,470,450,470,57,70,0,70.0,3
390,470,450,470,57,60,0,60.0,3
400,470,450,470,57,50,0,50.0,3
410,470,450,470,57,40,0,40.0,3
420,470,450,470,57,30,0,30.0,3
430,470,450,470,57,20,0,20.0,3
440,470,450,470,57,10,0,10.0,3
450,470,220,40,58,-230,-430,487.64741360946437,3
450,460,220,40,58,-230,-420,478.85279575251514,0
450,450,220,40,58,-230,-410,470.1063709417263,0
450,440,220,40,58,-230,-400,461.41087980237313,0
450,430,220,40,58,-230,-390,452.76925690687085,0
450,420,220,40,58,-230,-380,444.1846462902562,0
450,410,220,40,58,-230,-370,435.6604182158393,0
450,400,220,40,58,-230,-360,427.20018726587654,0
450,390,220,40,58,-230,-350,418.80783182743846,0
450,380,220,40,58,-230,-340,410.48751503547584,0
450,370,220,40,58,-230,-330,402.24370722237535,0
450,360,220,40,58,-230,-320,394.0812099047606,0
450,350,220,40,58,-230,-310,386.00518131237567,0
450,340,220,40,58,-230,-300,378.02116342871597,0
450,330,220,40,58,-230,-290,370.1351104664349,0
450,320,220,40,58,-230,-280,362.3534186398688,0
450,310,220,40,58,-230,-270,354.682957019364,0
450,300,220,40,58,-230,-260,347.1310991541956,0
450,290,220,40,58,-230,-250,339.70575502926056,0
450,280,220,40,58,-230,-240,332.41540277189324,0
450,270,220,40,58,-230,-230,325.2691193458119,0
450,260,220,40,58,-230,-220,318.27660925679095,0
450,250,220,40,58,-230,-210,311.44823004794875,0
450,240,220,40,58,-230,-200,304.7950130825634,0
450,230,220,40,58,-230,-190,298.328677803526,0
450,220,220,40,58,-230,-180,292.0616373302047,0
450,210,220,40,58,-230,-170,286.0069929215018,0
450,200,220,40,58,-230,-160,280.178514522438,0
450,190,220,40,58,-230,-150,274.5906043549196,0
450,180,220,40,58,-230,-140,269.2582403567252,0
450,170,220,40,58,-230,-130,264.1968962724581,0
450,160,220,40,58,-230,-120,259.42243542145695,0
450,150,220,40,58,-230,-110,254.95097567963924,0
450,140,220,40,58,-230,-100,250.79872407968904,0
450,130,220,40,58,-230,-90,246.9817807045694,0
450,120,220,40,58,-230,-80,243.51591323771842,0
450,110,220,40,58,-230,-70,240.41630560342617,0
450,100,220,40,58,-230,-60,237.69728648009425,0
450,90,220,40,58,-230,-50,235.3720459187964,0
450,80,220,40,58,-230,-40,233.45235059857504,0
450,70,220,40,58,-230,-30,231.94827009486403,0
450,60,220,40,58,-230,-20,230.8679276123039,0
450,50,220,40,58,-230,-10,230.21728866442677,0
450,40,220,40,58,-230,0,230.0,0
440,40,220,40,58,-220,0,220.0,2
430,40,220,40,58,-210,0,210.0,2
420,40,220,40,58,-200,0,200.0,2
410,40,220,40,58,-190,0,190.0,2
400,40,220,40,58,-180,0,180.0,2
390,40,220,40,58,-170,0,170.0,2
380,40,220,40,58,-160,0,160.0,2
370,40,220,40,58,-150,0,150.0,2
360,40,220,40,58,-140,0,140.0,2
350,40,220,40,58,-130,0,130.0,2
340,40,220,40,58,-120,0,120.0,2
330,40,220,40,58,-110,0,110.0,2
320,40,220,40,58,-100,0,100.0,2
310,40,220,40,58,-90,0,90.0,2
300,40,220,40,58,-80,0,80.0,2
290,40,220,40,58,-70,0,70.0,2
280,40,220,40,58,-60,0,60.0,2
270,40,220,40,58,-50,0,50.0,2
260,40,220,40,58,-40,0,40.0,2
250,40,220,40,58,-30,0,30.0,2
240,40,220,40,58,-20,0,20.0,2
230,40,220,40,58,-10,0,10.0,2
220,40,120,140,59,-100,100,141.4213562373095,2
220,50,120,140,59,-100,90,134.5362404707371,1
220,60,120,140,59,-100,80,128.06248474865697,1
